Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18
Gene3320	126	95	142	76	117	30	6	56	76	33	16	94	82	25	67	21	3	109
Gene3321	1	9	9	6	7	5	19	5	2	6	7	3	18	2	20	13	7	10
Gene3322	17	76	170	121	90	136	184	93	210	259	23	230	378	278	377	529	180	158
Gene3323	36	3	2	32	41	3	15	13	51	7	10	5	0	1	6	9	11	37
Gene3324	63	32	36	35	1	36	43	43	55	12	9	23	43	13	1	20	29	14
Gene3325	112	41	36	99	81	16	16	61	29	41	40	50	27	44	55	23	6	35
Gene3326	9	13	25	3	16	7	9	6	1	7	7	29	51	11	19	6	12	5
Gene3327	0	2	9	15	13	72	10	16	8	47	7	100	133	89	192	69	110	13
Gene3328	1	1	0	18	31	23	13	3	17	45	152	3	0	10	53	32	47	5
Gene3329	50	121	71	28	5	43	75	79	71	43	23	20	58	15	3	18	37	55
Gene3330	6	3	2	1	0	3	0	2	7	0	16	6	9	4	2	0	8	4
Gene3331	191	106	182	198	140	277	255	158	21	104	659	299	409	279	216	409	489	133
Gene3332	0	10	15	0	1	1	8	2	16	10	0	2	5	1	12	31	5	5
Gene3333	55	68	2	44	29	276	109	20	49	510	332	149	65	114	610	345	379	90
Gene3334	2	15	10	2	0	16	0	1	12	16	15	34	20	18	2	17	27	2
Gene3335	15	7	10	7	4	21	0	9	10	19	5	21	5	11	35	34	3	8
Gene3336	23	64	22	13	21	5	31	3	2	3	8	7	16	16	7	3	8	8
Gene3337	5	79	138	65	72	118	84	74	61	88	17	62	315	146	115	154	185	27
Gene3338	24	15	1	13	25	53	3	12	13	46	28	31	2	20	11	27	22	15
Gene3339	159	70	81	52	1	935	146	63	60	659	154	809	324	422	24	727	427	61
Gene3340	508	537	227	402	305	351	35	599	293	474	1235	1501	867	1035	935	568	128	308
Gene3341	3	2	8	21	9	19	10	6	1	3	1	6	16	3	2	5	38	8
Gene3342	0	3	17	0	4	19	11	22	2	16	1	2	3	0	38	13	20	8
Gene3343	38	7	2	23	25	31	20	45	13	6	9	24	0	6	27	26	25	53
Gene3344	43	73	101	69	0	247	83	58	80	229	362	233	188	203	32	108	370	60
Gene3345	46	38	62	58	99	14	5	20	61	23	39	12	15	25	17	18	0	44
Gene3346	5	10	5	7	15	36	18	11	6	36	44	91	40	11	26	34	44	3
Gene3347	1	0	13	4	18	1	4	15	2	3	0	1	3	0	2	7	9	5
Gene3348	0	5	0	3	1	0	1	1	6	3	2	2	0	0	4	5	1	3
Gene3349	51	29	36	19	2	10	14	16	12	3	16	19	13	10	1	5	20	21
Gene3350	9	9	2	5	17	0	0	3	1	7	4	0	3	2	13	0	0	5
Gene3351	8	7	13	14	3	0	11	6	1	4	0	2	7	17	0	1	4	2
Gene3352	4	8	28	26	19	16	32	54	106	19	2	21	19	25	24	31	16	64
Gene3353	8	16	1	6	5	19	14	1	11	79	81	17	14	47	206	111	33	37
Gene3354	145	239	196	73	13	164	103	232	135	135	48	135	97	59	11	98	198	48
Gene3355	30	10	15	52	58	14	3	19	72	17	23	20	12	12	19	21	6	11
Gene3356	85	128	102	75	49	95	145	121	6	64	195	124	229	282	140	167	65	91
Gene3357	0	12	16	31	21	9	23	50	52	5	1	15	26	18	18	12	3	19
Gene3358	14	1	1	2	15	63	7	2	13	35	79	56	9	35	11	94	45	28
Gene3359	3	2	8	7	0	1	12	4	0	12	2	9	3	2	1	1	5	4
Gene3360	6	3	12	16	25	1	0	15	8	2	5	32	14	15	10	8	1	13
Gene3361	29	30	97	25	25	8	64	9	1	60	69	56	23	67	49	36	23	16
Gene3362	19	138	356	134	91	100	85	167	293	55	27	36	106	91	44	143	45	199
Gene3363	126	39	7	126	42	42	149	139	110	39	62	36	8	59	47	29	36	123
Gene3364	2	3	0	0	0	2	5	0	2	1	6	2	4	2	0	2	1	0
Gene3365	13	3	1	25	5	0	0	4	19	0	1	1	2	0	1	0	0	3
Gene3366	8	30	4	17	12	66	3	18	1	9	26	21	5	5	1	6	31	3
Gene3367	1	3	0	19	1	0	5	1	5	4	0	1	14	1	2	1	5	4
Gene3368	17	10	1	7	44	19	15	28	15	21	2	5	1	2	6	5	20	40
Gene3369	89	124	72	25	8	106	95	84	77	79	56	123	257	208	6	34	145	43
Gene3370	79	33	27	90	40	10	2	30	52	24	63	17	33	47	79	47	1	63
Gene3371	10	28	8	16	10	3	6	12	2	1	2	4	4	10	3	8	12	2
Gene3372	0	16	17	4	12	9	4	7	9	363	11	127	172	176	358	51	12	21
Gene3373	5	10	0	10	9	5	15	5	13	1	1	4	0	2	0	1	2	1
Gene3374	1	10	0	1	0	4	14	5	12	21	3	17	8	14	2	1	0	1
Gene3375	8	7	6	6	4	3	0	3	10	8	13	30	1	33	15	7	0	2
Gene3376	6	0	11	1	10	0	22	1	2	2	2	7	9	2	1	2	6	10
Gene3377	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0
Gene3378	5	7	0	3	3	25	1	2	6	51	37	46	0	7	12	41	52	7
Gene3379	35	58	35	13	1	30	6	49	12	13	9	13	10	22	0	15	42	13
Gene3380	31	49	36	46	43	53	9	28	57	47	103	121	76	46	135	20	9	18
Gene3381	0	0	0	1	0	10	2	1	0	0	0	21	12	0	0	0	0	2
Gene3382	2	3	10	12	4	32	9	6	11	44	6	4	32	3	11	7	30	16
Gene3383	2	0	1	0	3	1	1	24	4	0	0	1	0	0	0	0	1	2
Gene3384	51	94	117	59	8	41	79	68	34	48	31	42	29	31	3	36	36	45
Gene3385	1	0	1	10	0	0	1	0	0	9	0	3	2	7	2	0	0	4
Gene3386	3	2	4	6	0	6	0	0	3	5	3	2	3	2	0	1	9	3
Gene3387	0	0	1	8	5	4	6	10	5	0	0	7	6	14	0	0	4	4
Gene3388	72	32	4	29	45	25	20	8	47	49	28	30	3	21	53	27	52	67
Gene3389	9	23	13	23	0	36	12	42	14	12	1	32	5	4	1	4	22	7
Gene3390	5	7	1	8	4	0	0	6	7	3	3	0	1	4	4	4	0	2
Gene3391	16	12	1	1	6	12	6	2	1	62	11	38	29	24	68	53	2	5
Gene3392	10	79	88	112	68	336	66	97	100	65	32	158	157	280	132	416	223	69
Gene3393	11	0	5	6	11	20	17	28	8	7	12	4	5	6	4	16	30	22
Gene3394	10	16	10	15	2	11	6	7	4	38	37	21	33	13	0	9	31	8
Gene3395	110	139	56	71	33	49	4	62	34	11	19	43	37	26	40	38	2	97
Gene3396	0	39	19	34	7	4	7	17	1	9	12	14	32	19	14	7	29	23
Gene3397	0	22	14	25	32	3	11	4	22	7	0	0	9	4	6	12	2	15
Gene3398	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gene3399	0	0	6	12	2	1	23	1	4	12	5	4	6	2	0	11	5	6
Gene3400	12	8	0	5	4	8	0	4	23	13	4	44	18	33	10	14	0	6
Gene3401	43	51	76	53	104	64	67	111	8	77	83	94	104	62	56	49	96	96
Gene3402	0	4	1	4	12	26	0	5	7	9	0	7	11	9	47	61	50	9
Gene3403	35	71	2	40	53	27	17	43	47	13	60	6	1	6	15	40	20	34
Gene3404	54	55	49	20	6	38	52	45	49	39	54	52	53	21	3	23	16	47
Gene3405	15	45	1	17	43	2	5	17	12	2	6	6	2	2	9	5	0	22
Gene3406	81	46	62	40	8	12	37	60	3	19	47	23	18	21	13	19	36	63
Gene3407	4	67	77	61	68	67	84	63	58	105	10	63	137	96	171	154	37	41
Gene3408	8	0	0	10	2	7	5	1	8	0	1	5	0	0	2	3	3	13
Gene3409	14	40	5	16	2	12	9	16	9	9	4	44	20	5	1	22	2	6
Gene3410	52	35	21	56	70	3	2	34	73	0	2	2	6	7	2	4	2	34
Gene3411	0	25	21	18	3	30	17	8	3	6	9	28	39	45	24	95	38	1
Gene3412	0	10	5	2	16	0	0	1	9	6	0	0	0	12	2	3	4	0
Gene3413	15	9	1	1	0	2	10	1	6	4	0	3	0	0	2	1	0	1
Gene3414	0	1	1	2	1	32	5	0	0	10	11	6	11	0	0	4	0	1
Gene3415	156	149	413	347	217	147	22	187	187	167	240	199	90	221	200	105	23	232
Gene3416	27	14	20	5	12	2	35	6	7	3	3	0	2	2	4	5	2	9
Gene3417	0	9	1	1	5	15	5	18	8	30	0	5	5	30	29	20	39	8
Gene3418	52	13	6	36	29	114	65	16	29	30	70	34	3	8	51	46	42	41
Gene3419	12	51	30	12	6	12	54	34	11	6	3	5	4	2	0	1	9	30
Gene3420	0	10	3	5	9	2	0	0	6	1	1	1	0	3	6	0	0	5
Gene3421	55	49	60	39	58	24	51	21	6	16	20	12	13	37	26	18	23	58
Gene3422	2	2	7	8	34	8	2	2	5	13	0	13	15	7	90	6	31	3
Gene3423	5	2	1	15	7	31	38	6	17	9	14	6	4	26	8	32	22	15
Gene3424	715	432	568	587	42	3402	809	1028	1268	2517	1839	3306	5011	3488	366	1806	1766	381
Gene3425	0	0	1	0	0	0	0	1	2	0	0	3	0	1	0	0	0	1
Gene3426	9	10	24	3	4	16	32	3	2	76	40	25	24	32	86	22	35	8
Gene3427	0	0	1	2	2	0	0	0	0	3	0	0	1	2	5	0	2	0
Gene3428	9	24	2	22	48	41	41	24	41	68	64	11	8	29	38	59	96	94
Gene3429	3	4	11	0	0	2	9	2	9	14	7	16	13	6	0	4	7	12
Gene3430	11	0	0	10	0	1	1	2	0	3	2	2	0	11	1	1	0	2
Gene3431	19	2	2	6	1	5	0	2	1	2	6	11	19	10	20	0	3	0
Gene3432	7	47	51	35	48	20	18	100	19	12	3	10	24	8	16	20	9	36
Gene3433	5	3	0	6	22	27	12	11	2	109	81	15	1	27	18	53	31	16
Gene3434	4	11	9	4	0	60	1	21	23	33	9	4	89	62	3	16	40	19
Gene3435	1	7	0	14	18	6	0	1	0	11	51	1	14	112	11	5	1	0
Gene3436	57	34	18	9	2	11	4	6	0	19	63	22	5	37	20	30	28	17
Gene3437	4	12	40	25	45	28	16	37	22	31	4	39	27	32	65	17	44	12
Gene3438	26	34	0	12	8	5	18	10	3	34	8	23	1	18	4	19	13	68
Gene3439	6	7	9	0	0	1	11	3	7	0	1	0	0	1	0	0	0	0
Gene3440	110	134	91	78	180	78	4	43	74	188	113	104	59	169	212	226	22	94
Gene3441	2	1	8	6	1	0	0	1	0	6	1	0	5	2	2	4	3	6
Gene3442	11	131	261	136	81	35	99	109	155	20	8	33	15	49	43	38	19	176
Gene3443	38	26	1	21	66	27	0	31	34	73	47	19	3	48	9	71	53	44
Gene3444	23	68	48	30	2	16	44	53	30	10	12	10	2	6	4	14	12	22
Gene3445	5	2	16	1	13	0	0	0	4	34	1	36	2	7	5	2	0	1
Gene3446	3	2	0	3	0	0	5	1	0	0	0	2	2	0	3	0	0	4
Gene3447	2	10	14	5	22	33	3	18	18	4	1	36	27	14	4	36	13	24
Gene3448	158	35	4	46	132	49	99	132	65	36	115	79	10	67	106	62	100	146
Gene3449	62	44	95	69	8	66	58	33	81	112	24	34	105	33	3	15	40	26
Gene3450	53	204	60	237	208	70	13	72	213	95	51	103	42	57	103	27	5	74
Gene3451	74	101	77	85	50	16	57	60	10	31	35	57	36	18	25	38	23	88
Gene3452	1	1	23	16	26	9	10	16	18	2	3	7	6	13	24	4	12	16
Gene3453	46	12	1	5	6	3	0	8	10	36	12	9	1	0	12	2	15	11
Gene3454	20	29	24	22	4	78	27	8	23	26	34	101	40	10	13	35	63	17
Gene3455	19	3	6	3	15	1	0	10	29	0	15	6	38	17	8	2	1	4
Gene3456	180	115	96	166	100	67	91	82	11	78	202	215	301	159	137	296	141	233
Gene3457	1	1	0	23	0	0	1	1	9	0	0	4	2	4	0	0	2	2
Gene3458	15	63	5	22	56	93	82	67	38	66	72	110	6	67	45	159	111	44
Gene3459	60	109	77	43	2	29	92	20	39	55	63	33	47	35	2	33	20	46
Gene3460	68	59	56	103	61	10	4	39	18	12	7	19	12	23	14	6	2	24
Gene3461	17	7	9	3	9	3	7	8	0	7	3	3	6	1	6	2	15	5
Gene3462	0	0	0	1	0	0	3	2	2	0	0	3	0	0	5	5	0	2
Gene3463	0	4	0	1	5	22	11	1	1	1	7	0	0	5	5	9	0	2
Gene3464	0	3	9	0	0	0	4	7	6	0	0	0	0	0	0	0	0	0
Gene3465	75	67	23	101	56	97	12	42	114	170	194	82	80	228	144	85	17	40
Gene3466	23	20	40	15	5	5	9	17	1	12	16	5	25	1	1	16	8	8
Gene3467	1	1	15	24	4	4	14	11	9	3	1	1	13	8	12	0	3	5
Gene3468	14	22	2	21	18	25	13	12	8	44	37	9	6	72	33	30	31	12
Gene3469	24	72	54	54	1	33	85	36	22	104	41	108	65	36	7	72	31	23
Gene3470	128	81	22	88	78	273	3	60	69	717	685	436	613	355	510	405	43	82
Gene3471	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0
Gene3472	1	13	12	18	11	69	5	13	42	61	1	53	71	38	102	20	75	10
Gene3473	419	254	20	306	308	241	323	233	225	168	185	66	12	160	221	183	111	295
Gene3474	4	25	8	16	0	9	3	5	4	3	4	3	7	3	0	3	5	11
Gene3475	19	57	12	33	44	9	2	30	10	7	38	19	25	23	59	46	0	19
Gene3476	0	0	1	4	0	4	2	1	0	1	5	2	0	0	0	0	5	3
Gene3477	3	2	7	9	1	2	1	0	13	3	0	0	0	2	6	1	1	0
Gene3478	303	73	10	115	166	123	142	189	134	56	69	89	9	139	59	117	64	137
Gene3479	20	16	34	4	2	1	20	6	38	3	1	0	8	1	0	2	4	21
Gene3480	8	15	7	5	3	2	3	6	4	7	1	3	3	5	2	6	0	1
Gene3481	60	117	145	11	23	29	147	24	9	21	38	24	44	54	46	56	33	41
Gene3482	1	0	0	1	3	0	2	0	1	0	0	0	9	0	7	5	1	4
Gene3483	11	12	1	6	0	2	5	7	11	5	9	2	0	8	21	12	17	6
Gene3484	11	23	11	7	1	6	14	35	15	31	9	28	23	14	1	5	18	16
Gene3485	7	21	13	35	10	5	4	15	20	14	4	3	4	6	4	5	2	7
Gene3486	1	3	0	5	1	8	2	2	0	1	0	2	2	0	18	0	0	3
Gene3487	0	0	0	0	4	9	0	0	0	1	0	0	1	0	2	4	3	7
Gene3488	1	16	0	3	2	1	0	1	1	0	1	0	2	0	1	0	0	0
Gene3489	48	185	306	95	26	1239	196	288	153	538	538	1046	421	555	72	544	656	118
Gene3490	1	26	0	3	0	3	0	4	2	14	1	0	9	27	17	4	0	2
Gene3491	39	16	35	14	76	14	23	13	6	9	24	15	29	15	30	18	33	34
Gene3492	2	5	17	8	2	12	7	2	11	0	3	12	16	13	3	3	0	3
Gene3493	35	9	1	48	19	7	29	34	27	3	4	6	1	9	4	10	19	20
Gene3494	361	219	283	115	14	807	177	277	178	282	501	471	371	471	32	129	235	227
Gene3495	1	6	2	28	1	6	1	1	3	11	40	6	7	28	7	16	0	2
Gene3496	50	12	32	12	14	792	56	28	7	227	319	818	597	198	534	462	672	93
Gene3497	0	31	41	14	13	7	17	64	38	10	1	30	31	28	21	11	25	12
Gene3498	3	20	0	12	15	13	7	11	7	8	6	6	1	11	19	6	6	7
Gene3499	210	244	213	141	13	186	121	123	233	234	101	449	212	56	10	169	101	142
Gene3500	260	125	133	123	196	65	6	17	59	117	81	55	109	104	116	57	15	113
Gene3501	2	4	1	3	0	7	0	1	0	17	24	22	26	5	6	1	2	4
Gene3502	6	57	52	74	87	48	119	84	65	42	6	47	66	34	25	87	13	102
Gene3503	2	0	3	7	2	2	5	2	4	3	2	0	0	0	0	1	4	0
Gene3504	181	173	78	41	4	54	150	89	44	68	28	40	64	33	8	37	34	93
Gene3505	0	0	0	0	1	0	0	0	4	7	20	0	0	3	4	5	1	0
Gene3506	9	2	4	0	16	3	25	2	2	10	6	3	4	2	2	18	4	7
Gene3507	1	13	14	32	21	4	20	14	25	20	0	17	7	9	1	16	5	10
Gene3508	207	260	2	218	300	67	194	305	224	265	90	101	0	52	109	86	140	174
Gene3509	19	31	27	25	2	138	11	5	48	123	60	215	235	21	19	30	205	18
Gene3510	28	51	19	39	24	12	0	12	7	28	22	20	24	16	45	27	2	14
Gene3511	3	2	6	19	0	6	7	2	0	3	16	13	9	2	7	5	8	0
Gene3512	0	0	0	3	2	1	2	4	0	11	1	2	0	2	0	0	1	1
Gene3513	20	18	1	13	4	4	43	22	9	5	5	1	1	2	7	4	4	22
Gene3514	16	23	19	16	1	2	14	30	25	1	4	8	8	1	1	3	2	9
Gene3515	14	39	70	56	98	13	18	32	119	8	10	17	7	18	3	11	1	48
Gene3516	23	3	19	10	35	3	14	13	0	1	14	7	2	10	4	8	2	30
Gene3517	6	55	122	122	66	171	123	118	149	34	13	121	271	227	213	213	136	58
Gene3518	36	23	5	6	14	67	51	40	58	68	59	34	6	26	45	76	26	39
Gene3519	20	30	19	35	5	47	41	33	38	27	18	48	66	32	1	10	47	50
Gene3520	10	4	15	12	5	1	1	2	0	0	1	3	3	4	0	0	0	3
Gene3521	49	18	24	55	31	11	60	20	2	6	10	11	36	12	7	14	4	16
Gene3522	8	61	95	114	28	30	45	89	101	17	0	10	16	17	32	39	14	49
Gene3523	24	8	1	32	36	27	52	19	26	43	40	28	4	28	65	28	16	17
Gene3524	2	5	0	1	0	1	6	2	3	9	4	11	10	13	2	0	2	18
Gene3525	19	23	32	37	29	6	0	4	15	23	3	45	9	11	43	7	4	20
Gene3526	1	0	15	4	5	0	4	1	0	4	6	21	6	1	4	7	4	2
Gene3527	9	53	17	19	32	12	51	64	86	3	2	11	18	9	17	15	9	10
Gene3528	21	1	0	1	4	10	7	1	3	105	94	3	0	57	5	59	136	0
Gene3529	28	27	66	33	2	80	42	46	51	51	195	123	69	92	5	149	95	24
Gene3530	68	108	77	68	186	17	6	50	50	23	48	59	17	25	12	30	2	50
Gene3531	6	4	4	17	28	6	20	0	1	8	15	23	23	57	12	3	38	8
Gene3532	1	16	54	15	16	49	17	42	18	14	1	9	33	48	35	45	15	25
Gene3533	35	31	11	3	42	23	20	28	25	34	20	15	1	16	24	21	22	80
Gene3534	0	0	4	5	0	6	0	0	0	1	11	0	5	0	3	0	3	3
Gene3535	89	87	40	52	162	32	12	57	150	68	17	83	43	23	49	32	3	98
Gene3536	11	25	3	53	19	46	17	30	5	16	88	35	34	26	52	15	31	33
Gene3537	4	16	28	33	20	2	6	31	3	4	0	1	5	0	3	5	2	15
Gene3538	4	2	0	0	1	26	0	1	3	11	36	39	0	13	1	5	5	0
Gene3539	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gene3540	6	2	3	30	1	34	1	7	6	28	23	13	50	36	34	11	1	3
Gene3541	260	130	105	140	108	67	118	171	22	57	67	116	189	169	41	69	38	97
Gene3542	6	21	93	37	62	110	28	78	25	60	9	39	78	43	111	117	76	30
Gene3543	11	2	0	0	3	1	2	15	5	7	2	5	0	7	1	0	4	1
Gene3544	21	20	5	6	0	7	3	48	15	12	7	8	37	19	2	10	3	6
Gene3545	44	34	15	16	45	28	3	17	33	17	76	71	87	100	11	44	6	28
Gene3546	89	40	107	40	67	2	79	44	1	1	5	1	1	4	1	5	1	42
Gene3547	1	14	5	28	12	2	14	2	6	6	3	4	27	5	10	22	37	10
Gene3548	0	3	0	0	1	8	1	13	9	6	6	1	0	1	0	2	6	4
Gene3549	20	14	25	0	0	6	5	8	29	6	19	21	0	8	1	14	21	1
Gene3550	162	174	172	119	118	77	15	103	90	188	343	213	148	183	218	97	12	134
Gene3551	17	42	12	27	32	9	21	16	5	11	49	19	19	9	31	48	33	45
Gene3552	2	3	37	4	23	9	21	24	39	10	1	0	12	31	12	6	5	15
Gene3553	10	8	0	4	24	9	10	7	3	7	10	12	0	3	9	11	2	7
Gene3554	4	4	6	13	0	0	27	4	7	8	6	7	10	3	0	1	1	10
Gene3555	29	49	20	7	17	3	6	28	27	8	5	2	10	6	7	0	0	18
Gene3556	3	5	9	3	13	0	0	4	0	5	5	0	13	7	4	1	0	14
Gene3557	0	12	11	0	9	93	2	4	10	39	3	22	33	89	80	76	18	11
Gene3558	23	50	2	40	28	243	54	147	41	100	207	145	15	76	198	304	286	110
Gene3559	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3
Gene3560	5	15	1	2	0	0	1	1	1	1	0	1	1	1	0	1	0	0
Gene3561	20	33	14	8	4	17	14	15	1	63	87	68	27	80	54	101	13	5
Gene3562	8	35	187	145	58	53	90	195	129	29	4	34	44	55	34	64	40	70
Gene3563	36	9	0	14	50	85	6	29	3	96	61	10	1	25	68	35	55	13
Gene3564	13	27	26	2	3	7	1	26	21	5	3	6	4	3	1	1	5	12
Gene3565	211	271	113	248	178	17	23	80	187	21	38	22	39	55	44	40	3	234
Gene3566	25	4	3	20	4	3	11	1	1	12	3	9	2	15	7	4	6	10
Gene3567	2	58	58	74	31	219	49	56	85	152	43	64	270	313	328	180	186	82
Gene3568	152	107	13	60	64	74	222	149	125	107	84	43	4	33	48	77	46	88
Gene3569	27	44	36	9	6	36	58	26	53	51	45	85	38	17	0	29	81	24
Gene3570	116	83	30	101	158	139	5	41	83	128	112	200	325	230	242	103	8	36
Gene3571	138	91	118	242	29	108	136	95	7	128	97	196	124	192	141	161	214	161
Gene3572	1	14	18	5	49	23	29	25	28	16	1	37	62	10	46	107	73	10
Gene3573	18	10	2	6	30	6	30	24	11	11	11	2	1	3	1	1	5	19
Gene3574	5	2	16	10	2	1	1	2	3	9	1	5	6	1	0	2	2	9
Gene3575	85	81	94	75	91	64	3	33	40	68	47	118	35	86	120	52	6	30
Gene3576	1	0	1	2	3	1	4	8	0	0	0	2	2	0	8	3	3	1
Gene3577	15	64	144	183	65	60	60	177	74	54	5	33	159	55	78	98	46	35
Gene3578	10	2	0	10	8	23	22	11	4	21	7	9	4	8	2	23	15	14
Gene3579	0	9	3	0	0	2	3	11	0	0	0	10	1	5	0	6	11	0
Gene3580	5	5	1	6	0	7	0	1	4	1	46	14	45	0	33	85	0	2
Gene3581	221	77	156	207	159	290	87	129	18	242	487	556	328	246	211	283	249	131
Gene3582	1	1	5	0	5	2	1	4	3	0	0	0	0	0	0	0	1	0
Gene3583	10	2	2	2	2	1	10	1	1	2	2	2	1	9	1	1	1	1
Gene3584	9	0	4	2	0	16	6	6	6	11	12	3	8	4	0	4	10	9
Gene3585	27	13	13	7	24	54	1	3	21	92	52	58	67	81	20	51	3	20
Gene3586	8	65	30	39	22	19	33	28	1	17	19	16	25	15	11	27	12	19
Gene3587	1	13	25	29	12	36	4	17	37	16	0	9	5	62	18	69	10	9
Gene3588	3	4	0	10	11	38	15	16	22	9	19	35	4	48	53	41	11	9
Gene3589	21	3	24	11	0	74	5	12	28	7	95	43	28	11	8	8	26	7
Gene3590	139	260	83	228	196	209	25	208	138	284	178	82	189	308	349	177	24	105
Gene3591	310	294	232	253	235	119	300	124	22	106	122	207	103	152	131	234	165	496
Gene3592	0	2	4	0	7	13	0	20	1	6	4	35	56	29	27	15	9	5
Gene3593	0	7	1	23	18	0	44	12	2	3	0	0	0	0	0	0	1	26
Gene3594	2	13	5	0	2	105	6	7	2	202	130	118	106	115	8	122	138	7
Gene3595	5	13	4	9	6	9	1	8	6	3	4	53	15	11	6	24	2	2
Gene3596	2	1	1	2	0	16	16	3	2	8	25	55	32	23	19	102	23	0
Gene3597	2	29	60	82	51	43	39	64	120	13	3	20	11	17	29	12	25	112
Gene3598	26	14	5	13	24	6	14	12	3	0	2	3	0	7	4	8	4	31
Gene3599	34	31	15	6	2	56	19	19	20	21	23	12	29	13	3	14	18	11
Gene3600	20	32	54	31	64	30	1	7	33	106	63	28	79	27	73	51	1	37
Gene3601	1	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	5	3
Gene3602	14	73	78	76	182	223	58	155	112	255	16	294	407	371	275	290	294	130
Gene3603	15	4	2	2	2	0	5	2	2	3	7	2	0	6	1	0	0	6
Gene3604	17	28	17	10	2	22	11	16	20	36	10	16	29	14	0	7	3	12
Gene3605	18	34	7	56	40	23	3	29	52	31	12	18	42	29	11	27	2	29
Gene3606	22	20	12	47	14	1	31	6	0	4	14	20	12	17	8	11	13	23
Gene3607	8	134	127	96	78	225	35	163	115	176	17	105	333	412	327	183	142	253
Gene3608	89	124	8	72	87	18	32	122	78	14	26	13	1	3	27	13	26	85
Gene3609	631	630	713	484	74	348	491	620	475	331	333	641	322	397	17	293	290	309
Gene3610	41	22	6	7	34	27	0	13	7	7	3	10	11	23	13	3	1	26
Gene3611	34	57	76	70	38	57	49	35	5	159	207	342	304	176	238	219	113	50
Gene3612	1	19	101	52	27	61	28	51	30	77	10	35	135	143	59	18	77	27
Gene3613	31	19	0	22	23	2	14	11	10	5	2	0	0	9	5	6	4	20
Gene3614	8	0	7	1	0	13	8	11	4	49	1	4	9	5	0	0	16	1
Gene3615	34	17	27	10	16	3	1	5	50	8	4	4	1	4	3	2	0	4
Gene3616	31	24	35	19	61	22	56	29	3	16	64	11	24	20	16	51	44	6
Gene3617	4	17	52	53	32	503	36	18	30	94	27	244	483	204	172	116	422	47
Gene3618	1	4	0	2	0	1	2	6	1	5	0	0	0	0	0	0	1	1
Gene3619	5	0	1	4	0	12	5	3	10	11	13	1	13	24	1	9	21	8
Gene3620	22	15	44	13	16	18	2	16	41	20	18	24	29	20	25	17	3	3
Gene3621	72	24	20	48	7	77	21	7	4	194	77	177	198	191	115	221	73	85
Gene3622	0	5	2	7	16	22	2	16	6	5	2	4	14	10	22	28	19	5
Gene3623	43	12	3	15	68	28	13	36	24	9	35	24	5	22	29	16	36	24
Gene3624	30	28	20	11	1	25	25	25	38	34	45	38	46	25	1	26	28	20
Gene3625	14	0	1	2	5	13	0	9	12	13	1	1	6	2	4	15	0	2
Gene3626	106	247	83	157	108	75	78	76	14	89	175	79	158	111	138	194	186	120
Gene3627	2	9	15	27	20	23	11	15	3	7	0	7	1	10	3	3	21	32
Gene3628	28	16	1	10	14	14	21	39	22	19	42	5	4	41	23	23	72	35
Gene3629	5	46	17	9	1	17	17	23	23	36	31	32	68	15	6	43	25	9
Gene3630	1	77	10	30	6	55	1	19	12	126	26	7	38	139	60	21	2	23
Gene3631	101	15	35	7	12	31	10	11	0	27	24	31	20	14	2	54	4	14
Gene3632	0	0	0	0	2	3	2	1	1	0	0	0	6	0	0	5	0	3
Gene3633	52	37	1	20	36	167	69	48	18	210	177	52	7	64	153	147	87	27
Gene3634	1	12	3	1	0	1	5	0	0	1	0	1	2	6	0	1	1	6
Gene3635	8	2	2	11	3	0	0	18	1	8	0	0	0	6	6	0	0	4
Gene3636	95	62	92	59	30	48	16	26	5	48	70	118	75	73	38	100	104	28
Gene3637	11	70	109	116	142	375	123	145	173	333	34	415	113	266	504	378	293	77
Gene3638	2	7	1	0	20	2	2	4	1	5	2	3	0	1	6	10	0	0
Gene3639	0	2	0	1	1	9	8	0	1	5	1	3	19	0	0	0	0	1
Gene3640	24	23	26	11	11	11	0	3	31	19	50	8	39	16	24	9	2	9
Gene3641	54	93	121	91	56	13	78	41	3	14	34	20	24	19	11	21	23	91
Gene3642	0	5	12	35	26	37	22	33	19	13	3	8	37	41	26	5	41	8
Gene3643	11	16	1	0	6	1	2	0	4	0	6	0	0	1	16	3	0	3
Gene3644	10	0	1	16	0	11	9	10	4	4	0	0	7	16	2	24	13	0
Gene3645	0	2	9	0	2	1	0	2	1	0	0	0	0	1	0	0	0	1
Gene3646	59	87	77	46	31	65	49	15	0	88	197	106	48	116	77	79	77	50
Gene3647	1	21	40	50	24	8	34	8	16	5	4	6	13	13	3	4	7	9
Gene3648	1	5	4	14	0	24	4	8	8	85	3	32	1	7	19	29	6	16
Gene3649	5	10	12	3	0	2	20	4	5	0	3	1	0	0	0	1	0	2
